"concept"
"us-gaap_Revenues"
"us-gaap_CostOfRevenue"
"us-gaap_GrossProfit"
"us-gaap_SellingGeneralAndAdministrativeExpense"
"us-gaap_AmortizationOfIntangibleAssets"
"us-gaap_RestructuringCharges"
"us-gaap_OperatingIncomeLoss"
"us-gaap_InterestExpense"
"us-gaap_NonoperatingIncomeExpense"
"us-gaap_IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest"
"us-gaap_IncomeTaxExpenseBenefit"
"us-gaap_IncomeLossFromContinuingOperations"
"us-gaap_DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax"
"us-gaap_NetIncomeLoss"
"us-gaap_IncomeLossFromContinuingOperationsPerBasicShare"
"us-gaap_DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare"
"us-gaap_EarningsPerShareBasic"
"us-gaap_IncomeLossFromContinuingOperationsPerDilutedShare"
"us-gaap_DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerDilutedShare"
"us-gaap_EarningsPerShareDiluted"
"us-gaap_WeightedAverageNumberOfSharesOutstandingBasic"
"us-gaap_WeightedAverageNumberOfDilutedSharesOutstanding"
"us-gaap_OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsAndTax"
"us-gaap_OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax"
"us-gaap_OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax"
"see_OtherComprehensiveIncomeLossUnrealizedGainsLossesOnDerivativeInstrumentsNetInvestmentHedgeBeforeReclassificationAndTax"
"see_OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossTax"
"see_OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossAfterReclassificationAndTax"
"us-gaap_OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAndTax"
"us-gaap_OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax"
"us-gaap_OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax"
"us-gaap_OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax"
"us-gaap_OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax"
"us-gaap_OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax"
"us-gaap_OtherComprehensiveIncomeLossBeforeTax"
"us-gaap_OtherComprehensiveIncomeLossTax"
"us-gaap_OtherComprehensiveIncomeLossNetOfTax"
"us-gaap_ComprehensiveIncomeNetOfTax"
"see_ForeignCurrencyTransactionGainLossSubsidiaryBeforeTax"
"us-gaap_EarningsPerShareBasicDistributed"
"us-gaap_OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossBeforeReclassificationAndTax"
"us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity"
"us-gaap_OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax"
"us-gaap_OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax"
"us-gaap_OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax"
"us-gaap_SalesRevenueNet"
"see_ForeignCurrencyCumulativeTranslationGainLossRecognizedInEarningsUponCeasingForeignOperations"
"us-gaap_EarningsPerShareBasicAndDiluted"
"us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTax"
"us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare"
"us-gaap_IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare"
