"concept"
"us-gaap_GainLossOnDispositionOfAssets1"
"us-gaap_IncreaseDecreaseInOtherOperatingAssets"
"us-gaap_LossContingencyAccrualCarryingValuePeriodIncreaseDecrease"
"us-gaap_IncreaseDecreaseInOtherOperatingLiabilities"
"us-gaap_ProceedsFromDerivativeInstrumentInvestingActivities"
"us-gaap_ProceedsFromRepaymentsOfDebt"
"us-gaap_AmortizationOfFinancingCostsAndDiscounts"
"us-gaap_ProfitLoss"
"us-gaap_BusinessCombinationIntegrationRelatedCosts"
"us-gaap_EquityMethodInvestmentOtherThanTemporaryImpairment"
"us-gaap_GainLossRelatedToLitigationSettlement"
"us-gaap_IncomeLossFromContinuingOperations"
"us-gaap_AssetImpairmentCharges"
"see_DevelopmentGrantMatters"
"us-gaap_ProceedsFromSaleOfPropertyPlantAndEquipment"
"us-gaap_ProceedsFromShortTermDebt"
"us-gaap_PaymentsOfFinancingCosts"
"us-gaap_NetCashProvidedByUsedInContinuingOperations"
"see_TransferOfCommonStockReservedFundingOfSettlementAgreement"
"us-gaap_GainLossOnDispositionOfAssets"
"us-gaap_ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1"
"us-gaap_PaymentsForRestructuring"
"us-gaap_CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations"
"us-gaap_BusinessCombinationAcquisitionRelatedCosts"
"us-gaap_GainLossOnDispositionOfProperty"
"see_ShareBasedIncentiveCompensationAndProfitSharingExpense"
"us-gaap_ExcessTaxBenefitFromShareBasedCompensationFinancingActivities"
"GoodwillAndIntangibleAssetImpairment"
"DepreciationAndAmortization"
"see:ShareBasedIncentiveCompensationAndProfitSharingExpense"
"BusinessCombinationAcquisitionRelatedCosts"
"AmortizationOfFinancingCostsAndDiscounts"
"EquityMethodInvestmentOtherThanTemporaryImpairment"
"ProvisionForDoubtfulAccounts"
"InventoryWriteDown"
"DeferredIncomeTaxesAndTaxCredits"
"ExcessTaxBenefitFromShareBasedCompensationOperatingActivities"
"GainLossOnDispositionOfProperty"
"CashAndCashEquivalentsPeriodIncreaseDecrease"
"IncreaseDecreaseInAccountsReceivable"
"IncreaseDecreaseInInventories"
"IncreaseDecreaseInOtherOperatingAssets"
"IncreaseDecreaseInAccountsPayable"
"IncreaseDecreaseInOtherOperatingLiabilities"
"ProceedsFromIssuanceOfLongTermDebt"
"ExcessTaxBenefitFromShareBasedCompensationFinancingActivities"
"RepaymentsOfLongTermDebt"
"PaymentsRelatedToTaxWithholdingForShareBasedCompensation"
"PaymentsOfDividendsCommonStock"
"ProceedsFromPaymentsForOtherFinancingActivities"
"NetCashProvidedByUsedInFinancingActivitiesContinuingOperations"
"PaymentsToAcquirePropertyPlantAndEquipment"
"PaymentsToAcquireBusinessesNetOfCashAcquired"
"ProceedsFromSaleOfPropertyPlantAndEquipment"
"PaymentsForProceedsFromOtherInvestingActivities"
"NetCashProvidedByUsedInInvestingActivitiesContinuingOperations"
"IncomeLossFromContinuingOperations"
"NetCashProvidedByUsedInOperatingActivitiesContinuingOperations"
"StockIssued1"
"EffectOfExchangeRateOnCashAndCashEquivalents"
"NetCashProvidedByUsedInContinuingOperations"
"CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations"
"CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations"
"CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations"
"NetCashProvidedByUsedInDiscontinuedOperations"
"InterestPaidNet"
"IncomeTaxesPaidNet"
"ProfitLoss"
"NetCashProvidedByUsedInOperatingActivities"
"NetCashProvidedByUsedInInvestingActivities"
"NetCashProvidedByUsedInFinancingActivities"
"see:ImpairmentOfEquityInvestmentAndRelatedDebt"
"ShareBasedCompensation"
"see:AcquisitionOfCommonStockForTaxWithholdingObligationUnderTwoThousandFiveContingentStockPlan"
"IncreaseDecreaseInAccruedIncomeTaxesPayable"
"ProceedsFromRepaymentsOfShortTermDebt"
"PaymentsOfFinancingCosts"
"GainLossOnForeignCurrencyDerivativeInstrumentsNotDesignatedAsHedgingInstruments"
"see:AcquisitionOfCommonStockForTaxWithholdingObligationUnderOur2005ContingentStockPlan"
"AvailableForSaleSecuritiesGrossRealizedGainLossNet"
"ProceedsFromSaleOfAvailableForSaleSecurities"
"see:PaymentOfContingentLiabilitiesAcquired"
"see:UnrealizedGainLossOnInvestmentsOfAuctionRateSecurities"
"us-gaap_IncreaseDecreaseInAccruedIncomeTaxesPayable"
"us-gaap_PaymentsOfMergerRelatedCostsFinancingActivities"
"us-gaap_StockIssued"
"us-gaap_ProceedsFromSaleOfAvailableForSaleSecurities"
"us-gaap_ImpairmentOfInvestments"
"see_UnrealizedGainLossOnInvestmentsOfAuctionRateSecurities"
"us-gaap_AmortizationOfDebtDiscountPremium"
"us-gaap_EmployeeBenefitsAndShareBasedCompensationNoncash"
"POWW_StockGrants"
"POWW_WarrantIssuedForServices"
"POWW_ContingentConsiderationFairValue"
"POWW_ReductionInRightOfUseAsset"
"us-gaap_IncreaseDecreaseInDueToRelatedParties"
"us-gaap_IncreaseDecreaseInPrepaidExpense"
"us-gaap_IncreaseDecreaseInDepositOtherAssets"
"us-gaap_IncreaseDecreaseInAccruedLiabilities"
"us-gaap_IncreaseDecreaseInOperatingLeaseLiability"
"POWW_PaymentsOnInventorFacility"
"POWW_ProceedsFromFactoringLiablity"
"POWW_PaymentsOnFactoringLiability"
"us-gaap_RepaymentsOfRelatedPartyDebt"
"POWW_RepaymentsFromInsurancePremiumNotePayment"
"us-gaap_ProceedsFromNotesPayable"
"POWW_PaymentsOnConstructionNotePayable"
"us-gaap_PaymentsOfDividendsPreferredStockAndPreferenceStock"
"us-gaap_ProceedsFromWarrantExercises"
"POWW_ConstructionNotePayable"
"POWW_InsurancePremiumNotePayment"
"POWW_DividendsAccumulatedOnPreferredStock"
"POWW_OperatingLeaseLiabilities"
"POWW_NonCashWarrantIssuedForServices"
"us-gaap_IncreaseDecreaseInDueFromRelatedParties"
"us-gaap_IssuanceOfStockAndWarrantsForServicesOrClaims"
"us-gaap_PaymentsToAcquireBusinessesAndInterestInAffiliates"
"us-gaap_RepaymentsOfOtherDebt"
"us-gaap_RepaymentsOfNotesPayable"
"us-gaap_ProceedsFromIssuanceOfPreferredStockAndPreferenceStock"
"us-gaap_PaymentsOfStockIssuanceCosts"
"POWW_AcquisitionStockIssuances"
"POWW_IncreaseDecreaseInDueToFromRelatedParties"
"POWW_PreferredStockDividendsPaid"
"POWW_OperatingLeaseLiabilityInNonCashActivities"
"poww_StockGrants"
"poww_ContingentConsiderationFairValue"
"poww_ReductionInRightOfUseAsset"
"poww_PaymentsOnInventorFacility"
"poww_ProceedsFromFactoringLiablity"
"poww_PaymentsOnFactoringLiability"
"poww_RepaymentsFromInsurancePremiumNotePayment"
"poww_AcquisitionStockIssuances"
"poww_InsurancePremiumNotePayment"
"poww_DividendsAccumulatedOnPreferredStock"
"NetIncomeLoss"
"AmortizationOfDebtDiscountPremium"
"EmployeeBenefitsAndShareBasedCompensationNoncash"
"poww:StockGrants"
"IssuanceOfStockAndWarrantsForServicesOrClaims"
"poww:ContingentConsiderationFairValue"
"poww:InterestOnConvertiblePromissoryNotes"
"poww:ReductionInRightOfUseAsset"
"poww:PaycheckProtectionProgramNoteForgiveness"
"GainLossOnDispositionOfAssets1"
"poww:StockIssuedInLieuOfCashPayments"
"poww:LossOnSubsidiaries"
"poww:StockAndWarrantsForNoteConversion"
"poww:IncreaseDecreaseInDueToFromRelatedParties"
"IncreaseDecreaseInPrepaidExpense"
"IncreaseDecreaseInDepositOtherAssets"
"IncreaseDecreaseInAccruedLiabilities"
"poww:IncreaseDecreaseInOperatingLeaseLiability"
"poww:ProceedsFromInventoryFacility"
"poww:ProceedsFromFactoringLiablity"
"poww:PaymentsOnFactoringLiability"
"poww:ProceedsFromLongTermDebt"
"ProceedsFromRelatedPartyDebt"
"RepaymentsOfRelatedPartyDebt"
"poww:RepaymentsFromInsurancePremiumNotePayment"
"ProceedsFromNotesPayable"
"ProceedsFromConvertibleDebt"
"ProceedsFromIssuanceOfCommonStock"
"ProceedsFromWarrantExercises"
"PaymentsOfStockIssuanceCosts"
"PaymentForContingentConsiderationLiabilityFinancingActivities"
"CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect"
"poww:AccountsPayable"
"poww:NotePayableRelatedParty"
"poww:RightOfUseAssetsOperatingLeases"
"poww:OperatingLeaseLiabilityInNonCashActivities"
"poww:InsurancePremiumNotePayment"
"poww:PrepaidExpenses"
"poww:ConvertiblePromissoryNote"
"poww:NoteIssuanceCosts"
"poww:ConvertiblePromissoryNoteConversion"
"NotesIssued1"
"poww:NotePayableRelatedPartyConversion"
"poww:NotePayableRelatedPartyNonCashInvestingActivities"
"poww:OtherIntangibleAssets"
"poww:Deposit"
"poww:EquipmentNonCashActivities"
"poww:StockSubscriptionReceivable"
"poww:NoncashInvestingAndFinancingActivitiesAdditionalPaidincapital"
"poww:NoncashInvestingAndFinancingActivities"
"us-gaap_ProceedsFromRelatedPartyDebt"
"poww_OperatingLeaseLiabilityInNonCashActivities"
"poww_IncreaseDecreaseInDueToFromRelatedParties"
"poww_NotePayableRelatedPartyNonCashInvestingActivities"
"poww_RightOfUseAssetsOperatingLeases"
"poww_ProceedsFromInventoryFacility"
"us-gaap_ProceedsFromBankDebt"
"poww_LossOnSubsidiaries"
"poww_IncreaseDecreaseInOperatingLeaseLiability"
"us-gaap_OtherNonoperatingIncomeExpense"
"poww_PrepaidExpenses"
"poww_AccountsPayable"
"us-gaap_ProceedsFromIssuanceOfCommonStock"
"us-gaap_IncreaseDecreaseInDeposits"
"poww_NoncashInvestingAndFinancingActivitiesAdditionalPaidincapital"
"poww_StockSubscriptionReceivables"
"us-gaap_DebtConversionConvertedInstrumentAmount1"
"poww_IncreaseDecreaseInAllowanceForDoubtfulAccounts"
"us-gaap_PaymentForContingentConsiderationLiabilityFinancingActivities"
"us-gaap_ProceedsFromIssuanceOrSaleOfEquity"
"us-gaap_RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability"
"poww_OtherIntangibleAssets"
"poww_Deposit"
"poww_PaymentsForOrganizationalAndFundraisingCosts"
"us-gaap_NotesIssued1"
"poww_EquipmentNonCashActivities"
"us-gaap_StockGrantedDuringPeriodValueSharebasedCompensation"
"poww_OrganizationAndFundraisingCosts"
"us-gaap_InterestExpenseDebt"
"poww_ConvertiblePromissoryNotes"
"poww_ConvertiblePromissoryNoteConversion"
"poww_OpeartingLeaseLiability"
"us-gaap_IncreaseDecreaseInOtherCurrentAssets"
"us-gaap_IncreaseDecreaseInOtherCurrentLiabilities"
"us-gaap_StockIssuedDuringPeriodValueShareBasedCompensation"
"poww_CommonStockIssuedForExercisedWarrants"
"poww_ContingentConsiderationPayment"
"poww_ConvertiblePromissoryNote"
"poww_PurchaseOfCommonStock"
"poww_ContingentConsiderationPayable"
"us-gaap_PaymentsToAcquireIntangibleAssets"
"poww_PatentAcquisition"
"poww_IssuanceOfCommonStock"
"us-gaap_AdjustmentsToAdditionalPaidInCapitalOther"
"poww_GainLossOnBargainPurchaseOfAssets"
"us-gaap_StockIssuedDuringPeriodValueIssuedForServices"
"us-gaap_PaymentsToAcquireLifeInsurancePolicies"
"us-gaap_AcquisitionCosts"
"us-gaap_AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease"
"us-gaap_InterestPaid"
"us-gaap_IncomeTaxesPaid"
"us-gaap_ProceedsFromConvertibleDebt"
"us-gaap_StockIssuedDuringPeriodValueStockOptionsExercised"
"us-gaap_PaymentsToAcquireMachineryAndEquipment"
"poww_IncreaseDecreaseVendorAdvancesReceivable"
"us-gaap_ProceedsFromContributionsFromParent"
"us-gaap_IncreaseDecreaseInPrepaidExpensesOther"
"poww_InsurancePremiumNotePayable"
"us-gaap_IncreaseDecreaseInAccountsPayableTrade"
"us-gaap_PaymentsToAcquireOtherReceivables"
"us-gaap_IncreaseDecreaseInFuelInventories"
"us-gaap_IncreaseDecreaseInAccountsAndOtherReceivables"
"poww_IncreaseDecreaseVendorNotesReceivable"
"us-gaap_IncreaseDecreaseDueFromAffiliates"
"poww_LicensingAgreement"
"poww_ConvertibleNotePayment"
"us-gaap_IncreaseDecreaseInAccountsPayableRelatedParties"
"poww_UncollectibleVendorNotesReceivable"
"us-gaap_IncreaseDecreaseInPrepaidInterest"
"us-gaap_AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts"
"poww_PrepaidLegalServices"
"us-gaap_IncreaseDecreaseInNotesPayableRelatedParties"
"us-gaap_IncreaseDecreaseInIntangibleAssetsCurrent"
"us-gaap_ProceedsFromSaleOfIntangibleAssets"
"us-gaap_ProceedsFromIssuanceOfCommonStockDividendReinvestmentPlan"
"poww_GoodwillLegalFee"
"us-gaap_IncreaseDecreaseInOtherReceivables"
"RTROD_IncreaseDecreaseVendorNotesReceivable"
"RTROD_InsurancePremiumNotePayable"
"RTROD_IncreaseDecreaseVendorAdvancesReceivable"
"RTROD_CommonStockIssuedForLegalFees"
"RTROD_OrganizationAndFundraisingCosts"
"us-gaap_PensionAndOtherPostretirementBenefitExpense"
"hni_OperatingAndFinanceLeaseInterestExpenseAndAmortization"
"us-gaap_IncreaseDecreaseInOperatingCapital"
"hni_IncreaseDecreaseInOtherNonOperatingLiabilities"
"hni_PaymentsToAcquireProductiveAssetsExcludingSoftware"
"us-gaap_PaymentsToAcquireSoftware"
"us-gaap_ProceedsFromSaleAndMaturityOfOtherInvestments"
"us-gaap_ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates"
"us-gaap_RepaymentsOfLongTermDebtAndCapitalSecurities"
"us-gaap_PaymentsOfDividends"
"us-gaap_CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect"
"us-gaap_NetCashProvidedByUsedInDiscontinuedOperations"
"us-gaap_GoodwillAndIntangibleAssetImpairment"
"hni_IncreaseDecreaseInOtherNonoperatingLiabilities"
"hni_PaymentstoAcquireProductiveAssetsExcludingSoftware"
"DepreciationDepletionAndAmortization"
"PensionAndOtherPostretirementBenefitExpense"
"hni:OperatingAndFinanceLeaseInterestExpenseAndAmortization"
"OtherNoncashIncomeExpense"
"IncreaseDecreaseInOperatingCapital"
"hni:IncreaseDecreaseInOtherNonoperatingLiabilities"
"hni:PaymentstoAcquireProductiveAssetsExcludingSoftware"
"ProceedsFromSaleOfProductiveAssets"
"PaymentsToAcquireSoftware"
"PaymentsToAcquireInvestments"
"ProceedsFromSaleAndMaturityOfOtherInvestments"
"RepaymentsOfLongTermDebtAndCapitalSecurities"
"PaymentsOfDividends"
"PaymentsForRepurchaseOfCommonStock"
"hni_NetGainLossOnSalesAndRetirementsofLongLivedAssetsAndIntangibles"
"hni:NetGainLossOnSalesAndRetirementsofLongLivedAssetsAndIntangibles"
"us-gaap_SaleLeasebackTransactionCurrentPeriodGainRecognized"
"hni_NetGainLossOnSalesRetirementsAndImpairmentsofLongLivedAssetsAndIntangibles"
"us-gaap_EmployeeBenefitsAndShareBasedCompensation"
"hni_NetLossOnSalesRetirementsAndImpairmentsOfLongLivedAssetsAndIntangibles"
"us-gaap_StockIssuedDuringPeriodValueEmployeeBenefitPlan"
"hni:NetLossOnSalesRetirementsAndImpairmentsOfLongLivedAssetsAndIntangibles"
"StockIssuedDuringPeriodValueEmployeeBenefitPlan"
"PaymentsToAcquireProductiveAssets"
"us-gaap_PaymentsToAcquireProductiveAssets"
"hni_StockIssuedDuringPeriodValueEmployeeBenefitPlan"
"us-gaap_AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther"
"us-gaap_StockOptionPlanExpense"
"us-gaap_AmortizationOfFinancingCosts"
"us-gaap_EquityMethodInvestmentDividendsOrDistributions"
"us-gaap_IncreaseDecreaseInOtherNoncurrentLiabilities"
"us-gaap_ProceedsFromSaleOfAvailableForSaleSecuritiesDebt"
"us-gaap_PaymentsToAcquireAdditionalInterestInSubsidiaries"
"us-gaap_LineOfCreditFacilityIncreaseDecreaseForPeriodNet"
"us-gaap_EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations"
"us-gaap_GainOnSaleOfInvestments"
"us-gaap_PaymentsOfDividendsMinorityInterest"
"AmortizationOfFinancingCosts"
"DeferredIncomeTaxExpenseBenefit"
"EquityMethodInvestmentDividendsOrDistributions"
"IncreaseDecreaseInOtherNoncurrentLiabilities"
"IncreaseDecreaseInOtherCurrentAssets"
"IncreaseDecreaseInOtherCurrentLiabilities"
"LineOfCreditFacilityIncreaseDecreaseForPeriodNet"
"us-gaap_PaymentsToAcquireAvailableForSaleSecuritiesEquity"
"us-gaap_ProceedsFromPreviousAcquisition"
"us-gaap_PaymentsToAcquireInterestInSubsidiariesAndAffiliates"
"hy_CashDividendsPaidToParent"
"IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest"
"GainLossOnSaleOfPropertyPlantEquipment"
"IncreaseDecreaseInDueFromAffiliatesCurrent"
"LineOfCreditFacilityIncreaseDecreaseOtherNet"
"us-gaap_GainLossOnDerivativeInstrumentsNetPretax"
"xos_DerivativeInstrumentChangeInAmountOfContingentConsiderationLiability"
"us-gaap_CostOfGoodsAndServicesSoldDepreciation"
"us-gaap_OperatingLeaseRightOfUseAssetAmortizationExpense"
"xos_AmortizationOfInsurancePremiums"
"us-gaap_ImpairmentOfLongLivedAssetsToBeDisposedOf"
"us-gaap_DebtSecuritiesAvailableForSaleRealizedGainLoss"
"us-gaap_IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets"
"us-gaap_IncreaseDecreaseInOtherNoncurrentAssets"
"us-gaap_ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities"
"us-gaap_RepaymentsOfOtherLongTermDebt"
"us-gaap_RepaymentsOfShortTermDebt"
"us-gaap_RepaymentsOfConvertibleDebt"
"us-gaap_CapitalExpendituresIncurredButNotYetPaid"
"xos_OperatingLeaseRightOfUseAssetAndOperatingLeaseLiability"
"xos_WriteOffOfSharesSubscribedButUnissuedSubscriptionsReceivable"
"us-gaap_Depreciation"
"xos_ProceedsFromReverseRecapitalization"
"xos_ProceedsFromPIPEInvestment"
"us-gaap_ProceedsFromIssuanceOfRedeemableConvertiblePreferredStock"
"xos_ProceedsFromCollectionOfTemporaryEquitySubscriptionReceivable"
"us-gaap_PaymentsOfDebtIssuanceCosts"
"us-gaap_ProceedsFromStockOptionsExercised"
"us-gaap_DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction"
"xos_ConversionOfNotesPayableAndAccruedInterestToCommonStock"
"xos_DebtConversionConvertedInstrumentInterestPayableAmount"
"xos_FairValueAdjustmentOfRelatedPartyDebtAtConversion"
"us-gaap_ConversionOfStockAmountIssued1"
"xos_AssumptionOfPublicAndPrivateWarrants"
"xos_RecognitionOfEarnOutSharesLiability"
"xos_TransactionCostsRelatingToReverseMergerOffsetAgainstAdditionalPaidInCapital"
"us-gaap_PaidInKindInterest"
"us-gaap_ProceedsFromIssuanceOfPrivatePlacement"
"xos_NoncashOrPartNoncashAcquisitionWarrantsAssumed"
"us-gaap_NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed1"
"xos_ReverseRecapitalizationTransactionCosts"
"us-gaap_FairValueAdjustmentOfWarrants"
"us-gaap_GainLossOnInvestments"
"ngac_ChangeInValueOfClassACommonStockSubjectToPossibleRedemption"
"ngacu_DeferredOfferingCostsIncludedInAccruedExpenses"
"ngacu_DeferredOfferingCostsIncludedInAccountsPayable"
"ngacu_PrepaidExpensesPaidBySponsor"
"us-gaap_LifeInsuranceCorporateOrBankOwnedChangeInValue"
"us-gaap_IncreaseDecreaseInAccountsPayableAndAccruedLiabilities"
"ngs_ProceedsFromPurchaseCommitmentDiscountNet"
"ngs_TransferOfRentalEquipmentToInventory"
"us-gaap_RepaymentsOfLinesOfCredit"
"ngs_IncreaseDecreaseInDeferredIncomeTaxLiabilitiesDueToChangeInTaxLaw"
"ngs_ProceedsFromSaleOfDeferredCompensationMutualFund"
"us-gaap_GoodwillImpairmentLoss"
"us-gaap_ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss"
"us-gaap_ProceedsFromInsuranceSettlementInvestingActivities"
"ngs_TransferOfPrepaidsToRentalEquipmentAndInventory"
"GainLossOnDispositionOfAssets"
"LifeInsuranceCorporateOrBankOwnedChangeInValue"
"IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets"
"IncreaseDecreaseInAccountsPayableAndAccruedLiabilities"
"IncreaseDecreaseInContractWithCustomerLiability"
"PaymentsToAcquireLifeInsurancePolicies"
"ProceedsFromInsuranceSettlementInvestingActivities"
"ngs:ProceedsFromPurchaseCommitmentDiscountNet"
"ProceedsFromStockOptionsExercised"
"IncomeTaxesPaid"
"ngs:TransferOfRentalEquipmentToInventory"
"ngs:TransferOfPrepaidsToRentalEquipmentAndInventory"
"RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability"
"ngs_IncreaseDecreaseInContractWithCustomerLiability"
"us-gaap_IncreaseDecreaseInDeferredRevenue"
"ngs_TransferfromInventory"
"us-gaap_ImpairmentOfIntangibleAssetsFinitelived"
"ngs_GainLossOnSettlementOfDeferredRevenueLiability"
"IncreaseDecreaseInDeferredRevenue"
"RepaymentsOfLinesOfCredit"
"InterestPaid"
"IncreaseDecreaseInOtherOperatingCapitalNet"
"us-gaap_ImpairmentOfLongLivedAssetsHeldForUse"
"us-gaap_IncreaseDecreaseInOtherAccruedLiabilities"
"us-gaap_ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets"
"us-gaap_ProceedsFromLongTermLinesOfCredit"
"us-gaap_RepaymentsOfLongTermLinesOfCredit"
"gco_SharesRepurchasedRelatedToTaxesForShareBasedAwards"
"us-gaap_ProceedsFromRepaymentsOfBankOverdrafts"
"gco_CashPaidForMeasurementOfOperatingLeasesLiabilities"
"us-gaap_RestrictedStockExpense"
"gco_DeferredIncomeTaxExpenseBenefitContinuingOperationsAndDiscontinuedOperations"
"gco_RepaymentsOfLongTermDebtExcludingLongTermLinesOfCredit"
"gco_IncreaseDecreaseToDeferredNoteExpense"
"us-gaap_DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax"
"gco_ProceedsfromPaymentsRelatedToSaleofProductiveAssetsandDivestitureofBusinesses"
"gco_IncreaseDecreasetoDeferredNoteExpense"
"GainLossOnSaleOfBusiness"
"ImpairmentOfLongLivedAssetsHeldForUse"
"RestrictedStockExpense"
"DiscontinuedOperationProvisionForLossGainOnDisposalBeforeIncomeTax"
"IncreaseDecreaseInOtherAccruedLiabilities"
"RepaymentsOfOtherLongTermDebt"
"RepaymentsOfLongTermLinesOfCredit"
"ProceedsFromRepaymentsOfBankOverdrafts"
"gco:IncreaseDecreasetoDeferredNoteExpense"
"gco_PaymentsforProceedsfromSaleofProductiveAssetsandDivestitureofBusinesses"
"gco_IndemnificationAssetWriteoff"
